Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Guest Houses,SATHMALA ELLA,"GAMMADUWELA, PALLEGAMA, DENIYAYA",12,A,Matara,Matara,Matara Divisional Secretariat,NULL,NULL
Guest Houses,HINIDUMA REST HOUSE,"REST HOUSE,HINIDUMA",3,B,Galle,Galle,Thawalama Divisional Secretariat,80.320077,6.304647
Guest Houses,SOLAR GARDEN RESTAURENT & GUEST HOUSE,"NO:86,GALLE ROAD,PIYADIGAMA,AHANGAMA.",5,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Guest Houses,RAN KETHA HOLIDAY INN,"DALADAGAMA, MAHAWA",22,B,Kurunegala,Mahawa Pradeshiya Sabha,Mahawa Divisional Secretariat,NULL,NULL
Guest Houses,SOROWWA RESORT & SPA,"LAKE ROAD,HABARANA.",22,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.75079,8.040575
Guest Houses,SENIC SUMMIT GUEST HOUSE,"102/132A, HEWAHETA ROAD, TALWATTE, KANDY",6,A,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
Guest Houses,STAR REST,"KANDY ROAD,PARANTHAN",6,B,Kilinochchi,N/A,N/A,80.407352,9.426661
Guest Houses,SIDDHALEPA MEDICINAL HOUSE,"GANGULATANNA, ADAM'S PEAK ROAD,NALLATANNIYA",10,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
Guest Houses,REST HOUSE - MORAGALA,"MORAGALA,MEEGAHATENNA",4,B,Kalutara,Walallawita Pradeshiya Sabha,Kalutara Divisional Secretariat,80.178349,6.461504
Guest Houses,SENKADA REST,"NO 108, HEWAHATE ROAD,TALWATTE, KANDY",8,B,Kandy,Kandy,Kandy Divisional Secretariat,80.655699,7.28974
Guest Houses,RANKETHA REST,"NO. 1108/A, MATUGAMA ROAD, NAGODA, KALUTARA",5,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
Guest Houses,SERENE GARDEN,"173/5, RAJAPIHIALLA MAWATHA, KANDY",12,B,Kandy,Kandy,Kandy Divisional Secretariat,80.64412,7.284872
Guest Houses,PUSSELLAWA REST HOUSE,"PUSSELLAWA REST HOUSE,PUSSELLAWA",3,B,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
Guest Houses,RANTHARU,"NO. 193/14, NEW TOWN, ARALAGANWILA",5,B,Polonnaruwa,Polonnaruwa,Dimbulagala Divisional Secretariat,NULL,NULL
Guest Houses,GSH COLOMBO,"NO. 382, GALLE ROAD, COLOMBO 06",32,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.862452,6.867818
Guest Houses,S.L.R.HOLIDAY HOME AND GUEST HOUSE,"NO:42,BATTICALOA ROAD, KALMUNAI",21,B,Ampara,Kalmunai,Kalmunai Divisional Secretariat,NULL,NULL
Guest Houses,THARANA GUEST HOUSE,"NO.28,GANGASIRIWATTA,SIRIMALWATTA,GUNNEPANA",5,B,Kandy,Kandy,Kundasale Divisional Secretariat,80.721233,7.289313
Guest Houses,GIRIULLA RESORT,"SATHUTU UYANA ,NALLE, DIWULDENIYA.",20,A,Gampaha,Gampaha,Mirigama Divisional Secretariat,NULL,NULL
Guest Houses,TANIYA NATURE RESORT,"PUTTALAM ROAD,KALPITIYA",14,A,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.744219,8.217138
Guest Houses,AMBEPUSSA REST HOUSE,"AMBEPUSSA, WARAKAPOLA",6,A,Kegalle,Kegalle,Warakapola Divisional Secretariat,NULL,NULL
Guest Houses,SANA GUEST HOUSE,"NO:279,BARATHI NAGAR,MALLAVI,YOGAPURAM",5,B,Mullaitivu,Vavuniya,Vavuniya,NULL,NULL
Guest Houses,THANU REST,"UDAYA NAGAR WEST ,OFF KANDY ROAD,KILLINOCHCHI",6,B,Kilinochchi,N/A,N/A,NULL,NULL
Guest Houses,SANA GUEST HOUSE,"NO:105, KOLLAVILANKULAM, PALI NAGAR, VAVUNIKKULAM",5,B,Mullaitivu,Vavuniya,Vavuniya,NULL,NULL
Guest Houses,THE ALBATROSS GOLFING & HOLIDAY RESORT,"C/O VICTORIA GOLF& COUNTRY RESORT,P.O. BOX 07,RAJAWELLA",5,A,Kandy,Kandy,Medadumbara Divisional Secretariat,80.772308,7.265746
Guest Houses,MAHAGAMA REST HOUSE,"MAHAGAMA REST HOUSE, MAHAGAMA",4,B,Kalutara,Bulathsinhala Pradeshiya Sabha,Bulathsinhala Divisional Secretariat,80.159812,6.62073
Guest Houses,REST HOUSE - ANAMADUWA,"REST HOUSE,ANAMADUWA",5,B,Puttalam,Anamaduwa Pradeshiya Sabha,Anamaduwa Divisional Secretariat,80.011116,7.903239
Guest Houses,THE BELFRY GUEST HOUSE,"NO. 13/4, POLKATUWA, GALLE ROAD, BERUWALA",6,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.985959,6.468166
Guest Houses,ROSA RESTAURENT,"MAVADY MOOLAI ROAD, VADDU WEST, VADDUK KODDAI.",15,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,79.946031,9.744691
Guest Houses,THE VILLA HOTEL,"YADDHEMULLA,UNAWATUNA",6,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
Guest Houses,ROYAL PARK INN,"36/1, DE SERAM RD, MT. LAVINIA",6,B,Colombo,Colombo,Ratmalana Divisional Secretariat,NULL,NULL
Guest Houses,TRI STAR BEACH HOTEL,"ARUGAMBAY,POTTUVIL",20,A,Ampara,Puttalam Pradeshiya Sabha,Pottuvil Divisional Secretariat,NULL,NULL
Guest Houses,POLGAHAWELA REST HOUSE,"NO. 76, KEGALLE ROAD, POLGAHAWELA",18,B,Kurunegala,Polgahawela Pradeshiya Sabha,Polgahawela Divisional Secretariat,80.299345,7.331108
Guest Houses,TISSA VILLAGE,"UDUWILA,THISSAMAHARAMA",6,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.285821,6.278132
Guest Houses,VERONA HOTEL,"ZAVIER ROAD, WENNAPPUWA",10,A,Puttalam,Wennappuwa Pradeshiya Sabha,Chilaw Divisional Secretariat,79.83491,7.34757
Guest Houses,ROYAL REST,"MANNAR ROAD, VEPPANKULAM, VAVUNIYA",7,B,Vavuniya,Vavuniya,Vavuniya,NULL,NULL
Guest Houses,VICTORIA GOLF & COUNTRY RESORT,"P.O.BOX 07, RAJAWELLA",25,A,Kandy,Kandy,Kandy Divisional Secretariat,80.774256,7.265143
Guest Houses,WATERS EDGE,"NO.316,ATHUL KOTTE ROAD,BATTARAMULLA",5,A,Colombo,Colombo,kaduwela Divisional Secretariat,NULL,NULL
Guest Houses,VISAKA HOTEL,"NO:34, SELLAKATARAGAMA ROAD, KATARAGAMA",22,A,Moneragala,Hambantota,Hambantota Divisional Secretariat,81.31888,6.420677
Guest Houses,WET WATER RESORT,"NO.136/D,LUMBINIWATTA,JA-ELA ,GAMPAHA",12,A,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.95547,7.090865
Guest Houses,RIVER GARDERN GUEST,BELIHULOYA,5,B,Ratnapura,Ratnapura,Imbulpe Divisional Secretariat,NULL,NULL
Guest Houses,RICO SHADOW GUEST HOUSE & RESTAURENT,"KAMMALA NORTH, WAIKKALA",10,A,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,79.83965,7.298235
Guest Houses,HOTEL WONDER BAR,"CHANDANA VILLA,ROBOLGODA,BENTHOTA",6,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.000133,6.411683
Guest Houses,YATHUSAN GUEST HOUSE,"KADDUWAN ROAD, MALLAKAM, JAFFNA",5,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
Guest Houses,ROYAL REST,"KANDY ROAD, MANGULLAM",6,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
Guest Houses,WIJAYA HOLIDAY RESORT,"THALGAHAHENA ESTATE,EPITAWALA,KIRIELLA",12,A,Ratnapura,Ratnapura,Kiriella Divisional Secretariat,80.243828,6.743553
Guest Houses,CLARION HUB,"NO: 1374, COLOMBO ROAD, KURANA, KATUNAYAKA.",20,A,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
Guest Houses,YALA EDGE,"KOCHIPOTHANA, SITHULPAHUWA ROAD, KATHARAGAMA",5,B,Moneragala,Polonnaruwa,Moneragala Divisional Secretariat,81.38107,6.402011
Guest Houses,PUBS AND PLACES,"1837, NEW GALLE ROAD, MORATUWA",5,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,NULL,NULL
Guest Houses,ROYAL PARK GUEST,"NO:121, GALA JUNCTION, KIRIBATHGODA",16,B,Colombo,Colombo,Colombo Divisional Secretariat,79.933777,6.984793
Guest Houses,THE TALDUWA MANOR,"MALWATTE LEISURE RESORTS, TALDUWA ESTATE, IRRACHT DIIVISION, HATTON ROAD, DEHIOWITA",12,B,Kegalle,Dehiowita Pradeshiya Sabha,Dehiovita Divisional Secretariat,80.249924,6.974722
Guest Houses,SPRING OF LIFE,"NO. 57/A, GANGABODA ROAD, WEWELA, PILIYANDALA",11,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.904251,6.803964
Guest Houses,SUN N SEA HOTEL,"NO. 324, MATARA ROAD, GANAHENA, UNAWATUNA",10,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.252304,6.007165
Guest Houses,COSY HOTEL & RESTAURANT,"NO.15,SIRAMPIYADI LANE,JAFFNA.",15,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.017311,9.667941
Guest Houses,J.J.GUEST HOUSE,"KANDY ROAD,PALAI",6,B,Kilinochchi,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
Guest Houses,HERITAGE GARDEN,"NO:687,GALLE ROAD,MOLLIGODA,WADDUWA,",5,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.931446,6.66238
Guest Houses,GOMEZ PLACE,"NO:22/6B,PORUTHOTA ROAD,ETTUKALA,NEGAMBO",11,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.843826,7.240576
Guest Houses,N T P GREEN HOUSE STAR,"MAIN STREET,PUTHUKKUDIYIRUPPU - 05, PUTHUKKUDIYIRUPPU",10,C,Batticaloa,Batticaloa,Manmunai Pattu Divisional Secretariat,NULL,NULL
Guest Houses,PENARA HOTEL AND RESTAURANT,"NO.779,WARAGODA ROAD, KELANIYA.",10,B,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,NULL,NULL
Guest Houses,WALPOLA RESTAURANT & GUEST HOUSE,"WALPOLA RESTAURANT,ATUELA,PITABADDARA.",5,C,Matara,Pitabeddara Pradeshiya Sabha,Pitabeddara Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL SHANTHI,"NO:114/1,MORAGOLLAGAMA ROAD,MAHO",14,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL ALAKAMANDA,"NO:11/1,NAGASENA MAWATHA,ANURADHAPURA",6,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.417471,8.308622
Guest Houses,SHINE GUEST HOUSE & RESTAURANT,"NO:157/7,PADILIYATUDUWA ROAD,HUNUPITIYA,WATTALA",7,C,Gampaha,Gampaha,Mahara Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL THE PARADISE,"PUTTALAM ROAD,WALAGANE,MASPOTHA.",6,B,Kurunegala,Kurunegala,Maspotha Divisional Secretariat,NULL,NULL
Guest Houses,BINURI HOTEL & GUEST HOUSE,"WADIYA WATTA,MAPALAGAMA,GALLE",12,B,Galle,Galle,Nagoda Divisional Secretariat,NULL,NULL
Guest Houses,DECO ON FORTY FOUR,"NO:44,LIGHT HOUSE STREET,FORT,GALLE",7,A,Galle,Galle,Galle Divisional Secretariat,80.216486,6.026811
Guest Houses,DICKWELLA RESTAURANT,"NO:121/1,MAIN STREET,AMBALANTOTA",6,C,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,NULL,NULL
Guest Houses,BANDAGIRI VILLAGE ECO RESORTS,"GONNORUWA ROAD,HAMBANTOTA",22,A,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.142757,6.234207
Guest Houses,KIRUWANA ELLA GUEST,"URUBOKKA ROAD,MORAGALA,KIRILIPANA",6,B,Matara,Matara,Pasgoda Divisional Secretariat,NULL,NULL
Guest Houses,MOULINI HOTEL,"KODIKAMAM NORTH,KODIKAMAM",5,C,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
Guest Houses,CEYBANK REST - KATARAGAMA,"TISSAMAHARAMA ROAD,KATARAGAMA.",26,A,Moneragala,Katharagama,Katharagama Divisional Secretariat,81.330985,6.412627
Guest Houses,SANULA GUEST HOUSE,"SANULA GUEST HOUSE,BANDARWATHTHA,WATHTHAGAMA,SOUTH DICKWELLA",7,B,Matara,Dickwella,Dickwella Divisional Secretariat,NULL,NULL
Guest Houses,THUDUWA CAMP,"SAMAGIPURA,KIRIIBBANWEWA,SEWANAGALA",6,B,Moneragala,Thanamalwila Pradeshiya Sabha,Sewanagala Divisional Secratariat,NULL,NULL
Guest Houses,HETTIARACHCHI FAMILY RESTURANT & GUEST HOUSE,"NO 151,MATHUGAMA ROAD,PELAWATHTHA",6,A,Kalutara,Walallawita Pradeshiya Sabha,Walallavita Divisional Secretariat,NULL,NULL
Guest Houses,SEA MOON GARDEN GUEST HOUSE,"KALMUNAI ROAD, MAIN STREET, KIRANKULAM 06 NORTH, BATTICALOA",7,A,Batticaloa,N/A,Manmunai Pattu Divisional Secretariat,81.763094,7.613703
Guest Houses,VILLA LANKA PEARL,"23/13, GHANATHILAKA MAWATHA, WELLABODA, BALAPITIYA",6,B,Galle,N/A,Balapitiya Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL HONEY MOON,"KANDY ROAD,NAVATKULI,KAITHDY.",7,B,Jaffna,Kalmunai,Jaffna Divisional Secretariat,NULL,NULL
Guest Houses,SUN RISE GUEST,UDAKALAGAMA.POLONNARUWA ROAD.HABARANA,6,C,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.747548,8.027473
Guest Houses,REST HOUSE - BOGAWANTALAWA,"11O.MAIN STREET,BOGAWANTALAWA",3,B,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ginigathhena,80.678775,6.795292
Guest Houses,DALAWELLA BEACH RESORT,NO448.DALAWELLA.UNAWATUNA,8,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.259485,6.002037
Guest Houses,SARANGA HOLIDAY INN,37.ELLA ROAD.WELLAWAYA.,10,A,Moneragala,Wellawaya,Wellawaya Divisional Secretariat,81.100217,6.733045
Guest Houses,NEW GROSVENOR HOTEL,KANDY ROAD.HELAGALA.DANOWITA,8,A,Gampaha,Madurawala Pradeshiya Sabha,Mirigama Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL SHANIKA,NO 175.BALAGOLLA.KENGALLA,10,B,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL
Guest Houses,SAYURIMA HOTEL & GUEST HOUSE,"GOVIYAPANA, AHANGAMA",7,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.380499,5.965326
Guest Houses,HOTEL SAMENRA,520/5.COLOMBO ROAD.KADUWELA,5,A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL
Guest Houses,GREEN B CORNER,MAKATHMAKANTHY VEETHY.CHAVAKACHCHERI,5,B,Jaffna,Chavakacheri,Chavakachcheri,NULL,NULL
Guest Houses,MANDARA ROYAL RESORT,"253, HORAGOLLA, NITTAMBUWA",5,B,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.08492,7.134154
Guest Houses,COPPENRATH GUEST HOUSE & RESTAURENT,NO 61 A.WIJAYA ROAD.TANGALLE,6,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.800652,6.032977
Guest Houses,GING OYA LODGE,KAMMALA NORTH.WAIKKALA,6,A,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,NULL,NULL
Guest Houses,THUSHARA RESTAURANT & GUEST HOUSE,NO 02.NUWARAELIYA RD.WELIMADA.,6,B,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,80.912443,6.907542
Guest Houses,PINE VILLAGE GUEST HOUSE,"VELEGAMA, UVA - THANNA",10,A,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,NULL,NULL
Guest Houses,ROYAL MOUNT HOTEL,NUWARAELIYA ROAD.PARADEKA,7,A,Kandy,Udapalatha,Gampola Divisional Secretariat,NULL,NULL
Guest Houses,ROYAL GARDEN RESTAURANT,"903/18, WILLIOM GOPALLAWA MAWATHA, KANDY",25,A,Kandy,Gagawata Koralya,Gagawata,80.61308,7.274373
Guest Houses,SIKURU GARDEN HOTEL,KUSUM POKUNA ROAD.DIULANKADAWALA. MEDIRIGIRIYA,8,A,Polonnaruwa,Medirigiriya Pradeshiya Sabha,Medirigiriya Divisional Secretariat,NULL,NULL
Guest Houses,PANORAMA HOTEL,"9/3, NAOTUNNA, TALALLA",7,A,Matara,Devinuwara Pradeshiya Sabha,Devinuwara Divisional Secretariat,80.630098,5.946184
Guest Houses,AMILA GUEST HOUSE,"NO 5,LOVE LANE.CROSS ROAD,UPPUWELI,TRINCOMALEE",5,C,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.215846,8.594559
Guest Houses,PARADISE RESORT,"15/ 8 A, DANGOLLA ROAD, GATAMBE,KANDY",18,C,Kandy,Kandy,GANGAWATA KORALAYA,80.608277,7.270056
Guest Houses,DELMAR MOUNT VIEW HOTEL,"NO :213/7, ALADENIYA, WERELLAGAM, KANDY",8,A,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.565804,7.337839
Guest Houses,DELTHOTA VILLAGE,"154, BOPITIYA ROAD, DELTOTA",8,B,Kandy,Pathahewaheta,Pathahewaheta Divisional Secretariat,80.699216,7.174126
Guest Houses,M.B GUEST HOUSE & RESTAURENT,NO :100/2. PALANGATURE. KOCHCHIKADE,5,B,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
Guest Houses,RAN SEA HOTEL,"WATTHEGAMA, DICKWELLA.",12,B,Matara,Dickwella,Dickwella Divisional Secretariat,NULL,NULL
Guest Houses,HOTEL BINOTA,NO 21. BONAVISTA ROAD. KELEGALA. NUWARA ELIYA,9,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.774704,6.955417
Guest Houses,NETHMINI GUEST & REST,"1ST MILE POST ,AMPARA ROAD,SIYABALANDUWA",15,C,Moneragala,Ampara,Moneragala Divisional Secretariat,81.558596,6.918292
Guest Houses,PARADISE INN-,"NO 67,GANGABODA ROAD,DELTARA",19,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
Guest Houses,CHOYS WATER FRONT RESIDENCE,"NO31,CUSTOM HOUSE ROAD,NEGOMBO",8,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.835564,7.208541
Guest Houses,NONAGAMA VILLAGE TOURIST GUEST HOUSE,"NO 275,TANGALLE ROAD,EKKASSE,AMBALANTOTA",7,B,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,80.992906,6.114312
Guest Houses,HOTEL RED ROSE,"NO 32B,CEMETRY ROAD,KUDAPADUWA,NEGOMBO",7,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
Guest Houses,THE HAVELOCK PLACE BUNGLOW,"NO 6 & 8,HAVELOCK PLACE,COLOMBO 05",7,A,Colombo,Colombo,Colombo Divisional Secretariat,79.865045,6.885259
Guest Houses,GODAGAMA REACH HOTEL,"NO23/3,SAMANALA UYANA, PADUKKA ROAD,GODAGAMA,MEEGODA",18,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.035188,6.84855
Guest Houses,COCOON SEA RESORT,"NO 903,GALLE ROAD,DUWE MADARA,KOSGODA",7,A,Galle,balapitiya,Balapitiya Divisional Secretariat,80.022195,6.348125
Guest Houses,POWER ZONE GUEST HOUSE,"NO743/1,MATALE ROAD,ALAWATUGODA",5,B,Kandy,Akurana Pradeshiya Sabha,Akurana Divisional Secretariat,80.612297,7.403021
Guest Houses,GIRAGALA VILLAGE RESTAURENT,"BANDARAMULLA,MIRISSA",17,B,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.462675,5.943054
Guest Houses,SHANGHAI,"SHANGHAI ENTERPRISES,NO 12,FIRST LANE,ANGULANA STATION ROAD,MORATUWA",5,A,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.881909,6.802403
Guest Houses,MOUNT WAVES HOTEL,"NO 17-19, DE SERAM ROAD,MOUNT LAVINIA",9,B,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.86475,6.840511
Guest Houses,DICKWELLA BEACH HOTEL,"NO.112, MAHAWELA ROAD, DICKWELLA",15,B,Matara,Dickwella,Dickwella Divisional Secretariat,80.69762,5.964324
Guest Houses,INDRA HOTEL,"174/3,NADUNA WATTA,RAGAMA ROAD,KADAWATHA",19,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.950605,7.002975
Guest Houses,NANDANA WIJAYA FOOD & REST,"NO 509,HIGH LEVEL ROAD,WEJERAMA,NUGEGODA",5,B,Colombo,Maharagama,Maharagama Divisional Secretariat,NULL,NULL
Guest Houses,RUWALA RESORT,"KALPITIYA ROAD,THIHALIYA,ETHTHALE",6,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.735411,8.109541
Guest Houses,HOTEL MIHIRA VILLAGE,"ANURADHAPURA ROAD, DETHAWA, AMBANPOLA.",8,A,Kurunegala,Kurunegala,Ambanpola Divisional Secretariat,NULL,NULL
Guest Houses,THE ICEBEAR GUEST HOUSE,"95,LEWIS PLACE, NEGOMBO",8,C,Gampaha,Negombo,Negombo Divisional Secretariat,79.840137,7.224388
Guest Houses,HANSA HOLIDAY REST,"NO 5/1, WEWALA KANDA, WEWALA - HORANA",15,A,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,80.068375,6.701054
Guest Houses,INDRANS,"40/5, RAILWAY STATION ROAD, VAVUNIYA",6,C,Vavuniya,Vavuniya,Vavuniya,80.494198,8.752929
Guest Houses,MOUNT ROYAL HANTHANA,"NO.02, ATHULGAMA, MATIHAKKA WATHTHA, UDUWELA, HANTHANA",10,A,Kandy,Pahatha Hewaheta,Puliyadda,NULL,NULL
Guest Houses,NIPPON VILLA BEACH RESORT,"NO.412/D, GALLE ROAD, WEWALA, HIKKADUWA",26,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.103424,6.128514
Guest Houses,STAR HOTEL & RESTAURANT,"MALISANTHY, KARAVEDDY",7,C,Jaffna,Vadamarachchy South West,Karaveddy,NULL,NULL
Guest Houses,AANA,"225 A9 RD KANAGARAYANKULAM ,VAVUNIA",10,B,Vavuniya,Vavuniya,Vavuniya,NULL,NULL
Guest Houses,HOTEL ASHFORD - NUWARA ELIYA,"WELIMADA ROAD, SEETHA ELIYA, NUWARA ELIYA",20,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.806478,6.934051
Guest Houses,BEEMA RESORTS,"NO 9,RANWAN UYANA,MUNGAMA,HORANA",6,B,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,NULL,NULL
Guest Houses,DIYA ULPATHA TEA GARDEN RESORT,"MAWATHAGODA ROAD,HORAVALA",5,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.129562,6.472226
Guest Houses,SANOREECH HOTEL,"NO :391/1 ,CHILAW ROAD,DALUPOTHA,NEGOMBO",5,A,Gampaha,Kundasle,Negombo Divisional Secretariat,79.850068,7.225966
Guest Houses,SAPTHAPADHI,"NO:35, COLOMBO ROAD,MALANGAMA,RATNAPURA",14,A,Ratnapura,Ratnapura,Balangoda Divisional Secretariat,80.383669,6.732908
Guest Houses,PAWANA RESTAURANT AND GUEST HOUSE,"NO 90/2, WISHWAKALA ROAD,WISHWAKALAWA,PILIYANDALA",7,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
Guest Houses,GREYSTONES VILLA,"""GREYSTONE VILLA"", DIYATALAWA",5,B,Badulla,Haputale,Haputale Divisional Secretariat,NULL,NULL
Guest Houses,M.P.S.VILLAGE,"KALUNDEWA ROAD, DAMBULU OYA JUNCTION, DAMBULLA",12,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.677775,7.798769
Guest Houses,"AARYA LAGOON ,KALPITIYA","KALPITIYA ROAD,MAMPURI",5,A,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.742325,7.995629
Guest Houses,WHITE HOUSE HOLIDAY INN,"15/4,BUTTHALA ROAD,PANGUWATTA GAMA,PASSARA",6,A,Badulla,Badulla,Passara Divisional Secretariat,81.162021,6.933551
Guest Houses,MANOMA LEISURE VILLAGE,"NO 165/11 , UPPER LAKE ROAD , NUWARA ELIYA",12,B,Nuwara Eliya,Sri Jayawardenapura-Kotte,Nuwara Eliya Divisional Secretariat,80.785329,6.957035
Guest Houses,SEA BREEZE RESTAURANT & GUEST INN,"430,BEACH ROAD,SAINTHAMARUTHU",7,C,Ampara,Kalmunai,Sainthamarathu Divisional Secretariat,81.840089,7.408089
Guest Houses,SEVEN ELEVEN HOTEL,"NO:269/L,ARALIYA UYANA,HOKANDARA ROAD,THALAWATHUGODA",11,A,Colombo,Maharagama,Maharagama Divisional Secretariat,79.94153,6.879555
Guest Houses,EXCELL HOTEL & RESTAURANT,"MAIN STREET,URUBOKKA",8,C,Matara,Pasgoda Pradeshiya Sabha,Pasgoda Divisional Secretariat,NULL,NULL
Guest Houses,FARCRY,"PERAKANATTE, GANGEYAYA, WILGAMUWA, WASGAMUWA",6,A,Matale,Wilgamuwa Pradeshiya Sabha,Wilgamuwa Divisional Secretariat,NULL,NULL
Guest Houses,PANWILA CABANAS,"CINNAMON NR.030,PANWILA,80240,HIKKADUWA",6,C,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.123665,6.132364
Guest Houses,HAPPY LEONI HOTEL,"NO 329/6,MAHAWELA WATHTHA,5TH LANE,MEHENTHALE ROAD,ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.487041,8.353516
Guest Houses,SANDADIYA GUEST HOUSE AND RESTAURANT,"DEBARAWEWA LAKE LANE,DEBARAWEWA,TISSAMAHARAMAYA",7,C,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.268153,6.287025
Guest Houses,ISURU RESTAURANT,"NO.42/B, KANDY ROAD, GELIOYA",12,B,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.597858,7.216917
Guest Houses,TISARA VILLAS,"ADAGEWATTA,DUWAMALALA RD,KATUKURUNDA,HABARADUWA",20,A,Galle,Galle,Habaraduwa Divisional Secretariat,NULL,NULL
Guest Houses,NUMBER ONE MIRISSA HOTEL,"NO 1,KOPPARAMULLA,MIRISSA",9,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
